Media Source,Date,Headline,link,Type (News/Editorial)
NYT,10/11/2023,"At NATO, Zelensky Secures More Ukraine Aid as Allies Balance Support for Israel",https://nytimes.com/2023/10/11/world/europe/zelensky-visits-nato-surprise.html,News
NYT,10/11/2023,Israel Forms a Unity Government as the War Intensifies,https://nytimes.com/2023/10/11/briefing/israel-unity-government-gop-steve-scalise.html,News
NYT,10/11/2023,‘He was trying to escape. He was just petrified.’ Soldiers are still discovering bodies near the Gaza border.,https://nytimes.com/live/2023/10/12/world/israel-gaza-war-hamas/he-was-trying-to-escape-he-was-just-petrified-soldiers-are-still-discovering-bodies-near-the-gaza-border,News
NYT,10/11/2023,Gaza’s largest hospital says it is running out of the fuel it needs to operate.,https://nytimes.com/live/2023/10/11/world/israel-news-hamas-war/gazas-largest-hospital-says-it-is-running-out-of-the-fuel-it-needs-to-operate,News
NYT,10/11/2023,Rescuers in Gaza Struggle With Dwindling Fuel and Lack of Equipment,https://nytimes.com/2023/10/11/world/middleeast/gaza-airstrikes-rescues.html,News
NYT,10/11/2023,The family of a missing American has pieced together that he is likely gravely injured and held by Hamas.,https://nytimes.com/live/2023/10/11/world/israel-news-hamas-war/the-family-of-a-missing-american-has-pieced-together-that-he-is-likely-gravely-injured-and-held-by-hamas,News
NYT,10/11/2023,Yellen Says Nothing Is ‘Off the Table’ as U.S. Considers New Sanctions on Iran and Hamas,https://nytimes.com/2023/10/11/business/economy/yellen-us-iran-sanctions-hamas-israel.html,News
NYT,10/10/2023,The Israeli military says it has regained control over towns near the Gaza border.,https://nytimes.com/live/2023/10/10/world/israel-hamas-war-gaza/the-israeli-military-says-it-has-regained-control-over-towns-near-the-gaza-border,News
NYT,10/10/2023,A shocked Israel faces the possibility of its first ground invasion of Gaza in years.,https://nytimes.com/live/2023/10/11/world/israel-news-hamas-war/a-shocked-israel-faces-the-possibility-of-its-first-ground-invasion-of-gaza-in-years,News
NYT,10/10/2023,"Along Israel’s Borders With Lebanon and Syria, Clashes Raise Fears of Another Front",https://nytimes.com/2023/10/10/world/middleeast/israel-syria-lebanon-shelling.html,News
NYT,10/10/2023,Biden Pledges Support for Israel,https://nytimes.com/2023/10/10/briefing/biden-israel-speech-republicans-speaker-race.html,News
NYT,10/10/2023,Gaza’s health ministry says that Israel is striking medical facilities.,https://nytimes.com/live/2023/10/10/world/israel-hamas-war-gaza/gazas-health-ministry-says-that-israel-is-striking-medical-facilities,News
NYT,10/10/2023,Hamas Leaves Trail of Terror in Israel,https://nytimes.com/2023/10/10/world/middleeast/israel-gaza-war-hamas-deaths-killings.html,News
NYT,10/10/2023,House Disarray Leaves Path for Israel Aid Uncertain,https://nytimes.com/2023/10/10/us/politics/congress-israel-aid.html,News
NYT,10/10/2023,"Israel Orders Gaza ‘Siege,’ Hamas Threatens to Kill Hostages, and More",https://nytimes.com/2023/10/10/podcasts/headlines-nyt-audio-app.html,News
NYT,10/10/2023,Late Night Hosts Address the Hamas Attacks on Israel,https://nytimes.com/2023/10/10/arts/television/late-night-hamas-israel.html,News
NYT,10/10/2023,The Israel-Hamas War: A Forum for Young People to React,https://nytimes.com/2023/10/10/learning/the-israel-gaza-war-a-forum-for-young-people-to-react.html,News
NYT,10/10/2023,"As War Rages, Netanyahu Battles for Reputation and Legacy",https://nytimes.com/2023/10/10/world/europe/netanyahu-israel-gaza-war.html,News
NYT,10/10/2023,The Nation’s Top-Performing Public School System,https://nytimes.com/2023/10/10/briefing/defense-department-public-schools.html,News
NYT,10/10/2023,Wednesday Briefing: Biden Condemns Hamas,https://nytimes.com/2023/10/10/briefing/israel-hamas-war-china-real-estate-avian-flu.html,News
NYT,10/9/2023,"‘Wherever you go in Israel, in any place, you find someone in common.’",https://nytimes.com/live/2023/10/09/world/israel-gaza-war-hamas/wherever-you-go-in-israel-in-any-place-you-find-someone-in-common,News
NYT,10/9/2023,Israel has asked the U.S. for aircraft munitions and interceptors for its missile defense system.,https://nytimes.com/live/2023/10/09/world/israel-gaza-war-hamas/israel-munitions-request,News
NYT,10/9/2023,Israel’s Attackers Took About 240 Hostages. Here’s What to Know About Them.,https://nytimes.com/article/israel-hostages-hamas-explained.html,News
NYT,10/9/2023,Tallying the Costs of the Israel-Gaza War,https://nytimes.com/2023/10/09/business/dealbook/israel-gaza-war-markets-oil.html,News
NYT,10/9/2023,U.S. Continues Push for Saudi-Israel Ties Even as War With Hamas Begins,https://nytimes.com/2023/10/08/us/politics/saudi-arabia-israel-palestinians-hamas.html,News
NYT,10/9/2023,"Washington Rallies Behind Israel, but a Lasting Consensus May Prove Elusive",https://nytimes.com/2023/10/09/us/politics/israel-hamas-washington-biden.html,News
NYT,10/9/2023,"Across the Mideast, a Surge of Support for Palestinians as War Erupts in Gaza",https://nytimes.com/2023/10/09/world/middleeast/mideast-palestine-support-gaza.html,News
NYT,10/9/2023,The European Union will review some of its aid to Palestinians.,https://nytimes.com/live/2023/10/09/world/israel-gaza-war-hamas/the-european-union-is-suspending-some-of-its-aid-to-palestinians-while-it-conducts-a-review,News
NYT,10/9/2023,U.S. Dysfunction Clouds Economic Diplomacy Efforts,https://nytimes.com/2023/10/09/us/politics/yellen-morocco-us-economy.html,News
NYT,10/8/2023,"After Hamas Attack, U.S. to Send Weapons and Warships to Support Israel",https://nytimes.com/2023/10/08/us/politics/israel-aid-pentagon-us-hamas.html,News
NYT,10/8/2023,Biden Says Military Assistance Is on Its Way to Israel,https://nytimes.com/2023/10/08/world/middleeast/us-aid-israel-biden-blinken.html,News
NYT,10/8/2023,In Photos: Israel Declares War After Hamas Attacks,https://nytimes.com/live/2023/10/08/world/israel-gaza-attack-hamas-news/in-photos-israel-declares-war-after-hamas-attacks,News
NYT,10/8/2023,Monday Briefing: Israel’s Leader Warns of a Long War,https://nytimes.com/2023/10/08/briefing/israel-gaza-hamas-afghanistan-quake-odessa-strikes.html,News
NYT,10/8/2023,What We Know About the War Between Israel and Hamas,https://nytimes.com/article/israel-gaza-hamas-what-we-know.html,News
NYT,10/8/2023,Egypt and Jordan are trying to calm the conflict.,https://nytimes.com/live/2023/10/08/world/israel-gaza-attack-hamas-news/egypt-and-jordan-are-trying-to-calm-the-conflict,News
NYT,10/8/2023,Military experts say the Hamas attacks were unusually sophisticated.,https://nytimes.com/live/2023/10/07/world/israel-gaza-attack/military-experts-say-the-hamas-attacks-were-unusually-sophisticated,News
NYT,10/8/2023,Netanyahu’s foes say they’d consider joining him in a wartime governing coalition.,https://nytimes.com/live/2023/10/07/world/israel-gaza-attack/netanyahus-foes-say-theyd-consider-joining-him-in-a-wartime-governing-coalition,News
NYT,10/8/2023,"Violent, graphic imagery is flooding social media platforms.",https://nytimes.com/live/2023/10/08/world/israel-gaza-attack-hamas-news/violent-graphic-imagery-is-flooding-social-media-platforms,News
NYT,10/7/2023,Violence between Palestinians and Israelis has been seething for months.,https://nytimes.com/live/2023/10/07/world/israel-gaza-attack/violence-between-palestinians-and-israelis-has-been-seething-for-months,News
NYT,10/7/2023,An Attack From Gaza and an Israeli Declaration of War. Now What?,https://nytimes.com/2023/10/07/world/middleeast/israel-gaza-war-hamas-palestinians.html,News
NYT,10/7/2023,"Some Israelis are barricading themselves in their homes, pleading for help.",https://nytimes.com/live/2023/10/07/world/israel-gaza-attack/some-israelis-are-barricading-themselves-in-their-homes-pleading-for-help,News
NYT,10/7/2023,Biden and other U.S. leaders condemn the Hamas attacks on Israel.,https://nytimes.com/live/2023/10/07/world/israel-gaza-attack/biden-desantis-us-politicians-israel,News
NYT,10/7/2023,Israel ‘at War’ After Hamas Attacks,Video,News
NYT,10/7/2023,Militants stage a large-scale infiltration into Israel.,https://nytimes.com/live/2023/10/07/world/israel-gaza-attack/israel-gaza-militants-infiltrate,News
NYT,10/7/2023,The war could upend Biden’s diplomacy on Saudi-Israel normalization.,https://nytimes.com/2023/10/07/world/middleeast/saudi-israel-gaza-war.html,News
wapo,11/15/2023,"Gaza reports more than 11,100 killed. That’s one out of every 200 people.Ruby Mellen, Artur Galocha and Júlia Ledur • November 15, 2023",https://www.washingtonpost.com/world/interactive/2023/gaza-rising-death-toll-civilians/,News
wapo,11/13/2023,"Canadian Israeli peace activist Vivian Silver was killed in Hamas attack, son saysKevin Sieff, Frances Vinall and Nick Parker • November 14, 2023",https://www.washingtonpost.com/world/2023/11/13/canada-peace-activist-vivian-silver-dead-hamas/,News
wapo,10/25/2023,"Family of Al Jazeera Gaza bureau chief killed in airstrikeSammy Westfall • October 25, 2023",https://www.washingtonpost.com/world/2023/10/25/wael-al-dahdouh-family-gaza-al-jazeera/,News
wapo,10/11/2023,"At least 32 Americans were killed in Israel. Here’s what we know so far.Joanna Slater • October 11, 2023",https://www.washingtonpost.com/world/2023/10/11/americans-killed-israel-names-victims/,News
wapo,10/31/2023,"Israel-Gaza war live updates: Israel claims responsibility for attack on Gaza refugee camp which Palestinian officials say killed civilians October 31, 2023",https://www.washingtonpost.com/world/2023/10/31/israel-war-hamas-gaza-news-palestine/,News
wapo,10/22/2023,"He rushed from Maryland to Israel to fight. On Friday, he was killed.Danielle Douglas-Gabriel • October 22, 2023",https://www.washingtonpost.com/world/2023/10/22/omer-balva-rockville-israel-idf-gaza-lebanon/,News
wapo,10/17/2023,"Gaza hospital where hundreds were killed is owned by Anglican Communion branchMichelle Boorstein • October 17, 2023",https://www.washingtonpost.com/world/2023/10/17/israel-hamas-gaza-hospital-anglican-church/,News
wapo,10/11/2023,"People from 35 countries killed, missing in Israel-Gaza war: What to knowAnnabelle Timsit • October 11, 2023",https://www.washingtonpost.com/world/2023/10/11/israel-hamas-war-foreign-nationals/,News
wapo,10/10/2023,"Among Americans killed or missing in Israel: A scholar, a nurse, touristsJoanna Slater • October 10, 2023",https://www.washingtonpost.com/world/2023/10/10/americans-killed-israel-attack/,News
wapo,10/8/2023,"Israel formally declares war against Hamas as more than 1,000 killed on both sidesSusannah George • October 8, 2023",https://www.washingtonpost.com/world/2023/10/08/israel-hamas-war-gaza/,News
wapo,11/18/2023,"Hamas attack thrusts kibbutzniks into strange and terrible twilightWilliam Booth • November 18, 2023",https://www.washingtonpost.com/world/2023/11/18/kibbutz-beeri-hamas-attack-gaza-israel/,News
wapo,10/11/2023,"The bodies are still being found in this battle-scarred Israeli kibbutzMiriam Berger • October 11, 2023",https://www.washingtonpost.com/world/2023/10/11/israel-hamas-war-beeri-kibbutz/,News
wapo,10/12/2023,"A mom, her girls and festival-goers: The captives Hamas took to GazaLeo Sands • October 12, 2023",https://www.washingtonpost.com/world/2023/10/12/israel-hostages-hamas-update-gaza/,News
wapo,11/25/2023,"Hamas delay in releasing Israelis underscores fragility of Gaza pause Steve Hendrix, Claire Parker, Susannah George and Liz Sly • November 25, 2023",https://www.washingtonpost.com/world/2023/11/25/hamas-delays-hostage-release-israel/,News
wapo,11/25/2023,"Israel investigates an elusive, horrific enemy: Rape as a weapon of warShira Rubin • November 25, 2023",https://www.washingtonpost.com/world/2023/11/25/israel-hamas-rape-sexual-violence/,News
wapo,11/25/2023,"Israel-Gaza war live updates: Israel and Hamas agree exchange of captives will go forward, Qatar saysFrances Vinall, Andrew Jeong, Victoria Bisset, Adela Suliman and Justine McDaniel • November 25, 2023",https://www.washingtonpost.com/world/2023/11/25/israel-hamas-war-hostage-news-gaza-palestine/,News
wapo,11/24/2023,"Elation and relief for some families as some Israeli hostages are freedClaire Parker and Molly Hennessy-Fiske • November 25, 2023",https://www.washingtonpost.com/world/2023/11/24/hostages-hamas-released-gaza/,News
wapo,11/24/2023,"First Israeli hostages released as guns in Gaza go silentSteve Hendrix, Claire Parker, Sarah Dadouch, Hazem Balousha, Louisa Loveluck and Amanda Coletta • November 25, 2023",https://www.washingtonpost.com/world/2023/11/24/israel-gaza-war-pause-hostages/,News
wapo,11/24/2023,"Franklin Graham tours devastation in Israel, commits to helping rebuildYonat Shimron • November 24, 2023",https://www.washingtonpost.com/religion/2023/11/24/franklin-graham-israel-gaza/,News
wapo,11/24/2023,"34 pro-Palestinian protesters arrested for disrupting Macy’s parade, police sayTimothy Bella • November 24, 2023",https://www.washingtonpost.com/nation/2023/11/24/palestinian-protesters-arrested-macys-thanksgiving-parade/,News
wapo,11/24/2023,"10 Thai nationals, 1 Filipino released from Gaza, officials sayRebecca Tan and Bryan Pietsch • November 25, 2023",https://www.washingtonpost.com/world/2023/11/24/thailand-hostages-gaza-israel/,News
wapo,11/24/2023,"Biden hails hostage deal as progress — but huge challenges lie aheadMatt Viser • November 24, 2023",https://www.washingtonpost.com/politics/2023/11/24/biden-israel-gaza-hostages/,News
wapo,11/24/2023,"Friday briefing: Pause in fighting in Gaza; Eric Adams; Oscar Pistorius parole; NFL results; Black Friday; and moreJamie Ross and Hannah Jewell • November 24, 2023",https://www.washingtonpost.com/the-seven/2023/11/24/what-to-know-for-november-24/,News
wapo,11/23/2023,"Hamas releases first Israeli and Thai hostages in exchange for Palestinian prisoners amid pause in fightingBryan Pietsch, Susannah George, Andrew Jeong, Frances Vinall, Steve Hendrix, Adela Suliman, Victoria Bisset, Carrie Keller-Lynn and Dan Rosenzweig-Ziff • November 25, 2023",https://www.washingtonpost.com/world/2023/11/23/israel-hamas-war-news-hostages-gaza-palestine/,News
wapo,11/23/2023,"‘Scream’ actress Melissa Barrera defends Israel-Gaza postsAnne Branigin • November 23, 2023",https://www.washingtonpost.com/entertainment/2023/11/23/melissa-barrera-israel-gaza-comments/,News
wapo,11/23/2023,"What we know about Hamas hostage releases in the Israel-Gaza dealNiha Masih, Frances Vinall and Bryan Pietsch • November 25, 2023",https://www.washingtonpost.com/world/2023/11/23/israel-hamas-hostages-release-update-americans/,News
wapo,11/23/2023,"After day of delay, pause in Gaza fighting, hostage release set for FridaySteve Hendrix, Susannah George, Hazem Balousha and Louisa Loveluck • November 23, 2023",https://www.washingtonpost.com/world/2023/11/23/israel-gaza-hamas-hostage-prisoner-deal-shifa/,News
wapo,11/23/2023,"Many in Middle East blame United States for devastation in GazaHannah Allam and Mohamad El Chamaa • November 24, 2023",https://www.washingtonpost.com/world/2023/11/23/israel-gaza-war-america-middle-east/,News
wapo,11/23/2023,"Pause in fighting, transfer of hostages to start Friday, Qatar saysSusannah George, Bryan Pietsch, Sammy Westfall, Kelly Kasulis Cho, Andrew Jeong, Jennifer Hassan, Adela Suliman and Paulina Villegas • November 23, 2023",https://www.washingtonpost.com/world/2023/11/23/israel-hamas-war-news-hostage-deal-gaza-palestine/,News
wapo,11/23/2023,"Thursday briefing: Gaza hostage release deal; Rainbow Bridge crash; Geert Wilders; Thanksgiving football games; and moreJamie Ross and Hannah Jewell • November 23, 2023",https://www.washingtonpost.com/the-seven/2023/11/23/what-to-know-for-november-23/,News
wapo,11/22/2023,"Who are the Palestinian prisoners Israel is prepared to release?Susannah George • November 25, 2023",https://www.washingtonpost.com/world/2023/11/22/palestinian-prisoner-israel-exchange/,News
wapo,11/22/2023,"Israel-Gaza war: Hostages held in Gaza won’t be released until Friday, Israeli official saysNiha Masih, Michael Birnbaum, Frances Vinall, Annabelle Timsit, Jennifer Hassan, Sarah Dadouch, Bryan Pietsch and Sammy Westfall • November 22, 2023",https://www.washingtonpost.com/world/2023/11/22/israel-hamas-war-news-hostages-gaza-palestine/,News
wapo,11/22/2023,"After Israel-Hamas deal, the agonizing wait for the release of captivesSteve Hendrix, Hazem Balousha, Judith Sudilovsky and Susannah George • November 22, 2023",https://www.washingtonpost.com/world/2023/11/22/israel-hamas-hostage-exchange-deal-gaza/,News
wapo,11/22/2023,"How pressure from hostage families nudged Israel toward a dealClaire Parker and Judith Sudilovsky • November 22, 2023",https://www.washingtonpost.com/world/2023/11/22/israel-hostage-families-deal/,News
wapo,11/22/2023,"Israel has utterly devastated GazaIshaan Tharoor • November 22, 2023",https://www.washingtonpost.com/world/2023/11/22/gaza-destruction-destroy-israel-strikes-reconstruction/,News
wapo,11/22/2023,"Wednesday briefing: Israel and Hamas agree to hostage release deal; Sam Altman’s OpenAI return; Changpeng Zhao; Napoleon; and moreJamie Ross and Hannah Jewell • November 22, 2023",https://www.washingtonpost.com/the-seven/2023/11/22/what-to-know-for-november-22/,News
wapo,11/22/2023,"A major immigrant rights group posted about Gaza. Its backers revolted.Ovetta Wiggins • November 23, 2023",https://www.washingtonpost.com/dc-md-va/2023/11/22/casa-maryland-israel-gaza-gustavo-torres/,News
wapo,11/22/2023,"Biden yet again says Hamas beheaded babies. Has new evidence emerged?Glenn Kessler • November 22, 2023",https://www.washingtonpost.com/politics/2023/11/22/biden-yet-again-says-hamas-beheaded-babies-has-new-evidence-emerged/,News
wapo,11/22/2023,"Biden’s resistance to cease-fire could alienate youth voters in 2024Dylan Wells • November 24, 2023",https://www.washingtonpost.com/politics/2023/11/22/biden-ceasefire-youth-voters-2024/,News
wapo,11/22/2023,"Christian leaders Claiborne, Barber, Budde call for Gaza cease-fire Jack Jenkins • November 22, 2023",https://www.washingtonpost.com/religion/2023/11/22/christian-leaders-claiborne-barber-budde-call-gaza-cease-fire/,News
wapo,11/22/2023,"Inside the hard, circuitous route to a hostage release dealKaren DeYoung • November 22, 2023",https://www.washingtonpost.com/national-security/2023/11/22/israel-hamas-us-hostage-deal/,News
wapo,11/22/2023,"Promised pause in Gaza fighting brings relief, exhaustion, fearLouisa Loveluck and Hajar Harb • November 23, 2023",https://www.washingtonpost.com/world/2023/11/22/gaza-pause-scene/,News
wapo,11/22/2023,"Struggling to reach lawmakers about Gaza, Americans try faxingHeather Kelly • November 22, 2023",https://www.washingtonpost.com/technology/2023/11/22/fax-congress-israel-gaza/,News
wapo,11/22/2023,"Why Sen. Jeff Merkley called for a cease-fireTheodoric Meyer, Leigh Ann Caldwell, Matt Viser and Tobi Raji • November 22, 2023",https://www.washingtonpost.com/politics/2023/11/22/why-sen-jeff-merkley-called-cease-fire/,News
wapo,11/21/2023,"Democrats accuse X of profiting off misinformation in Israel-Gaza warAzi Paybarah • November 21, 2023",https://www.washingtonpost.com/politics/2023/11/21/hamas-israeli-x-musk/,News
wapo,11/21/2023,"Here’s what’s in the Israel-Hamas deal to pause fighting in GazaAdam Taylor, Adela Suliman, Annabelle Timsit and Lior Soroka • November 24, 2023",https://www.washingtonpost.com/world/2023/11/21/israel-hamas-deal-truce-hostages/,News
wapo,11/21/2023,"Israel and Hamas agree to hostage exchange dealRachel Pannett, Andrew Jeong, Sarah Dadouch, Annabelle Timsit, Adela Suliman, Adam Taylor, Sammy Westfall and Niha Masih • November 22, 2023",https://www.washingtonpost.com/world/2023/11/21/israel-hamas-war-gaza-news-palestine/,News
wapo,11/21/2023,"Israel, Hamas agree to hostage release dealSteve Hendrix, Sarah Dadouch, Hajar Harb, Michael Birnbaum, Liz Sly and Paul Schemm • November 22, 2023",https://www.washingtonpost.com/world/2023/11/21/israel-gaza-hamas-hostage-deal/,News
wapo,11/21/2023,"Member of Md. hate-crime task force suspended for anti-Israel remarksKatie Shepherd • November 22, 2023",https://www.washingtonpost.com/dc-md-va/2023/11/21/zainab-chaudry-suspended-maryland-commission/,News
wapo,11/21/2023,"Tracking damage within the Gaza Strip through mapsJúlia Ledur and Janice Kai Chen • November 21, 2023",https://www.washingtonpost.com/world/2023/gaza-strip-map-attacks-damage/,News
wapo,11/20/2023,"A Gazan family, a premature newborn, a painful choice to stayLouisa Loveluck and Hajar Harb • November 21, 2023",https://www.washingtonpost.com/world/2023/11/20/gaza-baby-evacuations/,News
wapo,11/20/2023,"Another Gaza hospital caught in fighting, as storms deepen civilian miseryHeba Mahfouz and Sarah Dadouch • November 21, 2023",https://www.washingtonpost.com/world/2023/11/20/israel-hamas-gaza-hospitals/,News
wapo,11/20/2023,"Monday briefing: Al-Shifa Hospital evacuation; Rosalynn Carter’s legacy; Javier Milei; Sam Altman’s ouster at OpenAI; and moreHannah Jewell and Jamie Ross • November 20, 2023",https://www.washingtonpost.com/the-seven/2023/11/20/what-to-know-for-november-20/,News
wapo,11/20/2023,"Mosab Abu Toha, lauded poet published in New Yorker, detained in GazaLaura Wagner • November 21, 2023",https://www.washingtonpost.com/style/media/2023/11/20/mosab-abu-toha-gaza-poet-detained/,News
wapo,11/20/2023,"Premature babies arrive in Egypt; fighting rages around Gaza hospitaRachel Pannett, Niha Masih, Jennifer Hassan, Annabelle Timsit and Adam Taylor • November 21, 2023",https://www.washingtonpost.com/world/2023/11/20/israel-hamas-war-gaza-news-palestine/,News
wapo,11/19/2023,"Creeping escalation along Israel-Lebanon border brings risk of bigger warLiz Sly • November 19, 2023",https://www.washingtonpost.com/world/2023/11/19/lebanon-israel-border-hezbollah-gaza/,News
wapo,11/19/2023,"Israel, Hamas and U.S. nearing deal on hostage release, senior officials sayKaren DeYoung • November 19, 2023",https://www.washingtonpost.com/national-security/2023/11/19/israel-hamas-gaza-hostage-deal/,News
wapo,11/19/2023,"Jewish leaders a century ago had complicated feelings about IsraelDaniel Schulman • November 19, 2023",https://www.washingtonpost.com/history/2023/11/19/zionism-jacob-schiff-jewish-israel/,News
wapo,11/19/2023,"A midnight trip into northern Gaza reveals a shattered warscape Steve Hendrix • November 20, 2023",https://www.washingtonpost.com/world/2023/11/19/israel-gaza-war-shifa-hospital/,News
wapo,11/19/2023,"A split emerges as Biden struggles to deter attacks on U.S. troopsAlex Horton, Dan Lamothe and Abigail Hauslohner • November 19, 2023",https://www.washingtonpost.com/national-security/2023/11/19/iranian-proxy-attacks-us-troops/,News
wapo,11/19/2023,"Amid Gaza war, U.N. evacuates babies from besieged hospitalLouisa Loveluck and Sarah Dadouch • November 20, 2023",https://www.washingtonpost.com/world/2023/11/19/gaza-babies-shifa-hospital-who/,News
wapo,11/19/2023,"Antisemitism was rising online. Then Elon Musk’s X supercharged it.Elizabeth Dwoskin, Taylor Lorenz, Naomi Nix and Joseph Menn • November 19, 2023",https://www.washingtonpost.com/technology/2023/11/19/antisemiticism-interent-elon-musk-israwl-war/,News
wapo,11/19/2023,"Antisemitism was rising online. Then Elon Musk’s X supercharged it.Elizabeth Dwoskin, Taylor Lorenz, Naomi Nix and Joseph Menn • November 20, 2023",https://www.washingtonpost.com/technology/2023/11/19/antisemiticism-internet-elon-musk-israel-war/,News
wapo,11/19/2023,"Trapped for 12 hours under rubble in Gaza: One woman’s storyRuby Mellen and Rama Duwaji • November 20, 2023",https://www.washingtonpost.com/world/2023/11/19/gaza-rubble-comic/,News
wapo,11/18/2023,"Palestinian Americans face fear, violence amid Israel’s war in GazaReis Thebault • November 24, 2023",https://www.washingtonpost.com/nation/2023/11/18/palestine-muslim-americans-israel-gaza-war/,News
wapo,11/18/2023,"Israeli troops still at al-Shifa Hospital as civilians leave ‘unbearable’ situationClaire Parker, Frances Vinall, Andrew Jeong, Victoria Bisset, Adela Suliman, Justine McDaniel and Dan Rosenzweig-Ziff • November 21, 2023",https://www.washingtonpost.com/world/2023/11/18/israel-hamas-war-gaza-news-palestine/,News
wapo,11/18/2023,"Gaza hospital evacuated as Israel intensifies campaign in the northClaire Parker, Liz Sly, Hazem Balousha and Loay Ayyoub • November 20, 2023",https://www.washingtonpost.com/world/2023/11/18/gaza-shifa-israel-jabalya-schools/,News
wapo,11/18/2023,"U.S. close to deal with Israel and Hamas to pause conflict, free some hostagesKaren DeYoung • November 19, 2023",https://www.washingtonpost.com/national-security/2023/11/18/us-israel-hamas-reach-tentative-deal-pause-conflict-free-dozens-hostages/,News
wapo,11/18/2023,"India’s Mideast rethink: From a Palestine stamp to a ‘Modi-Bibi bromance’Karishma Mehrotra • November 18, 2023",https://www.washingtonpost.com/world/2023/11/18/india-israel-modi-netanyahu-relations/,News
wapo,11/17/2023,"Israel’s war with Hamas separates Palestinian babies from their mothers Louisa Loveluck, Sufian Taha and Hajar Harb • November 19, 2023",https://www.washingtonpost.com/world/2023/11/17/israel-gaza-war-babies-families/,News
wapo,11/17/2023,"Six maps explain the boundaries of Israel and Palestinian territories Lauren Tierney, Laris Karklis and Daniel Wolfe • November 17, 2023",https://www.washingtonpost.com/world/interactive/2023/israel-palestine-gaza-west-bank-borders/,News
wapo,11/17/2023,"Israel-Gaza war: Limited fuel to be allowed into Gaza, U.S. and Israeli officials say; Communications in Gaza partly restoredAndrew Jeong, Frances Vinall, Victoria Bisset, Adela Suliman, Sarah Dadouch, Claire Parker, Adam Taylor and Michael Birnbaum • November 17, 2023",https://www.washingtonpost.com/world/2023/11/17/israel-hamas-war-gaza-news-palestine/,News
wapo,11/17/2023,"Israeli peace activists tour U.S. campuses and find a ‘new war zone’ Michelle Boorstein • November 18, 2023",https://www.washingtonpost.com/dc-md-va/2023/11/17/israel-gaza-peace-activists-harvard/,News
wapo,11/17/2023,"The Israeli right hopes not just for victory in Gaza, but also conquestIshaan Tharoor • November 19, 2023",https://www.washingtonpost.com/world/2023/11/17/israel-government-right-gaza-endgame-conquest/,News
wapo,11/17/2023,"How Democrats have soured on IsraelAaron Blake • November 17, 2023",https://www.washingtonpost.com/politics/2023/11/17/democrats-israel-polls/,News
wapo,11/17/2023,"How Hamas exploited Israel’s reliance on tech to breach barrier on Oct. 7Jon Swaine, Joyce Lee, Sarah Cahlan, Imogen Piper, Brian Monroe, Evan Hill and Meg Kelly • November 17, 2023",https://www.washingtonpost.com/investigations/2023/11/17/how-hamas-breached-israel-iron-wall/,News
wapo,11/17/2023,"Israel warns it will expand ground offensive beyond northern GazaLouisa Loveluck, Claire Parker, Sarah Dadouch, Michael Birnbaum and Hazem Balousha • November 17, 2023",https://www.washingtonpost.com/world/2023/11/17/israel-gaza-hamas-aid/,News
wapo,11/17/2023,"Hundreds gather for pro-Palestinian rally outside Union StationEllie Silverman • November 17, 2023",https://www.washingtonpost.com/dc-md-va/2023/11/17/palestinian-rally-dc-union-station/,News
wapo,11/17/2023,"Life under bombardment: A young Palestinian’s audio diary of the warRuby Mellen and Carson TerBush • November 17, 2023",https://www.washingtonpost.com/world/interactive/2023/gaza-war-palestinian-audio-diary/,News
wapo,11/17/2023,"After Pulitzer win, N.Y. Times contributor criticizes Gaza coverageWill Sommer • November 19, 2023",https://www.washingtonpost.com/style/media/2023/11/17/mona-chalabi-gaza-criticize-new-york-times-pulitzer/,News
wapo,11/17/2023,"Friday briefing: Al-Shifa hospital; George Santos; Paul Pelosi attack; Sean ‘Diddy’ Combs allegations; bin Laden letter; and moreHannah Jewell and Jamie Ross • November 17, 2023",https://www.washingtonpost.com/the-seven/2023/11/17/what-to-know-for-november-17/,News
wapo,11/17/2023,"Schools face U.S. investigation for alleged antisemitism, IslamophobiaNick Anderson and Frances Vinall • November 17, 2023",https://www.washingtonpost.com/education/2023/11/17/us-department-education-antisemitism-schools-list/,News
wapo,11/16/2023,"Suspect charged in Jewish man’s death at Israeli-Palestinian protests in Calif.Kim Bellware, Justine McDaniel and Dan Rosenzweig-Ziff • November 17, 2023",https://www.washingtonpost.com/nation/2023/11/16/arrest-man-death-israel-palestine/,News
wapo,11/16/2023,"Communications down in Gaza; Israeli forces search al-Shifa HospitalRachel Pannett, Frances Vinall, John Hudson, Jennifer Hassan, Adela Suliman, Miriam Berger, Adam Taylor, Sammy Westfall and Karen DeYoung • November 17, 2023",https://www.washingtonpost.com/world/2023/11/16/israel-hamas-war-gaza-palestine-news/,News
wapo,11/16/2023,"In Photos: Canadian Israeli peace activist Vivian Silver’s memorial serviceHeidi Levine and Ruby Mellen • November 16, 2023",https://www.washingtonpost.com/photography/interactive/2023/vivian-silver-funeral/,News
wapo,11/16/2023,"Israeli troops scour Gaza’s al-Shifa Hospital for evidence of HamasSteve Hendrix, Miriam Berger and Sarah Dadouch • November 16, 2023",https://www.washingtonpost.com/world/2023/11/16/israel-gaza-shifa-hamas-evidence/,News
